reading_id,reading_date,consumption_value,temperature,meter_code,meter_type,meter_unit,building_code,building_name,region_code,region_name,created_at,updated_at,extraction_timestamp,source_type,source_filename
5000,2025/01/27 23:00:00.000,28.08,10.85,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5008,2025/01/27 22:00:00.000,17.66,17.96,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5016,2025/01/27 21:00:00.000,11.88,13.74,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5024,2025/01/27 20:00:00.000,17.9,14.41,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5032,2025/01/27 19:00:00.000,36.29,16.62,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5040,2025/01/27 18:00:00.000,18.65,10.12,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5048,2025/01/27 17:00:00.000,25.64,23.23,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5056,2025/01/27 16:00:00.000,35.97,24.69,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5064,2025/01/27 15:00:00.000,35.04,21.51,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5072,2025/01/27 14:00:00.000,25.54,21.82,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5080,2025/01/27 13:00:00.000,15.71,17.4,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5088,2025/01/27 12:00:00.000,11.42,21.25,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5096,2025/01/27 11:00:00.000,14.14,22.36,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5104,2025/01/27 10:00:00.000,25.03,19.26,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5112,2025/01/27 09:00:00.000,32.7,12.94,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5120,2025/01/27 08:00:00.000,14.24,21.81,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5128,2025/01/27 07:00:00.000,13.17,13.78,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5136,2025/01/27 06:00:00.000,19.57,21.18,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5144,2025/01/27 05:00:00.000,36.05,21.83,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5152,2025/01/27 04:00:00.000,20.3,10.46,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5160,2025/01/27 03:00:00.000,17.68,22.91,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5168,2025/01/27 02:00:00.000,23.01,19.71,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5176,2025/01/27 01:00:00.000,34.87,24.42,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5184,2025/01/27 00:00:00.000,11.54,23.78,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5192,2025/01/28 23:00:00.000,28.57,22.51,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5200,2025/01/28 22:00:00.000,17.84,16.86,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5208,2025/01/28 21:00:00.000,30.53,20.66,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5216,2025/01/28 20:00:00.000,15.43,16.45,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5224,2025/01/28 19:00:00.000,14.53,15.2,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5232,2025/01/28 18:00:00.000,26.37,14.54,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5240,2025/01/28 17:00:00.000,13.7,21.56,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5248,2025/01/28 16:00:00.000,35.56,13.1,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5256,2025/01/28 15:00:00.000,18.34,15.64,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5264,2025/01/28 14:00:00.000,17.64,13.23,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5272,2025/01/28 13:00:00.000,23.11,17.79,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5280,2025/01/28 12:00:00.000,31.87,16.12,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5288,2025/01/28 11:00:00.000,24.96,11.93,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5296,2025/01/28 10:00:00.000,24.78,23.29,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5304,2025/01/28 09:00:00.000,17.03,19.59,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5312,2025/01/28 08:00:00.000,12.65,15.07,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5320,2025/01/28 07:00:00.000,22.29,17.18,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5328,2025/01/28 06:00:00.000,31.98,10.8,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5336,2025/01/28 05:00:00.000,25.64,10.8,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5344,2025/01/28 04:00:00.000,36.22,10.82,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5352,2025/01/28 03:00:00.000,22.96,12.79,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5360,2025/01/28 02:00:00.000,24.15,17.2,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5368,2025/01/28 01:00:00.000,35.58,22.94,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5376,2025/01/28 00:00:00.000,12.26,10.16,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5384,2025/01/29 23:00:00.000,24.3,17.73,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5392,2025/01/29 22:00:00.000,17.6,21.45,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5400,2025/01/29 21:00:00.000,15.62,12.34,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5408,2025/01/29 20:00:00.000,26.73,21.07,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5416,2025/01/29 19:00:00.000,22.75,19.32,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5424,2025/01/29 18:00:00.000,24.73,12.03,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5432,2025/01/29 17:00:00.000,20.48,20.8,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5440,2025/01/29 16:00:00.000,13.55,20.32,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5448,2025/01/29 15:00:00.000,33.41,13.75,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5456,2025/01/29 14:00:00.000,17.4,12.07,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5464,2025/01/29 13:00:00.000,38.22,11.39,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5472,2025/01/29 12:00:00.000,15.9,22.22,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5480,2025/01/29 11:00:00.000,24.39,24.6,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5488,2025/01/29 10:00:00.000,24.88,15.64,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5496,2025/01/29 09:00:00.000,23.4,10.4,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5504,2025/01/29 08:00:00.000,39.99,22.55,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5512,2025/01/29 07:00:00.000,36.15,21.07,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5520,2025/01/29 06:00:00.000,39.94,20.1,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5528,2025/01/29 05:00:00.000,22.21,24.16,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5536,2025/01/29 04:00:00.000,36.54,24.7,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5544,2025/01/29 03:00:00.000,38.57,23.19,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5552,2025/01/29 02:00:00.000,36.11,23.03,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5560,2025/01/29 01:00:00.000,14.04,16.11,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5568,2025/01/29 00:00:00.000,36.31,21.36,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5576,2025/01/30 23:00:00.000,16.88,14.18,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5584,2025/01/30 22:00:00.000,11.62,17.75,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5592,2025/01/30 21:00:00.000,25.86,17.92,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5600,2025/01/30 20:00:00.000,12.63,19.86,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5608,2025/01/30 19:00:00.000,39.78,15.83,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5616,2025/01/30 18:00:00.000,38.52,13.19,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5624,2025/01/30 17:00:00.000,28.68,19.09,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5632,2025/01/30 16:00:00.000,35.51,10.5,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5640,2025/01/30 15:00:00.000,22.15,17.28,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5648,2025/01/30 14:00:00.000,10.16,12.53,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5656,2025/01/30 13:00:00.000,18.96,14.14,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5664,2025/01/30 12:00:00.000,38.22,12.54,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5672,2025/01/30 11:00:00.000,14.74,14.98,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5680,2025/01/30 10:00:00.000,36.49,17.48,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5688,2025/01/30 09:00:00.000,13.74,10.94,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5696,2025/01/30 08:00:00.000,10.39,15.13,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5704,2025/01/30 07:00:00.000,15.77,13.94,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5712,2025/01/30 06:00:00.000,21.17,10.14,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5720,2025/01/30 05:00:00.000,10.67,21.33,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5728,2025/01/30 04:00:00.000,35.04,24.27,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5736,2025/01/30 03:00:00.000,14.54,20.06,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5744,2025/01/30 02:00:00.000,22.66,18.54,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5752,2025/01/30 01:00:00.000,29.91,24.68,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5760,2025/01/30 00:00:00.000,19.67,16.01,ELEC_008,electricity,kWh,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8224,2025/01/15 00:00:00.000,4.96,,EAU_005,water,m3,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8225,2025/01/15 06:00:00.000,5.1,,EAU_005,water,m3,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8226,2025/01/15 12:00:00.000,4.61,,EAU_005,water,m3,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8227,2025/01/15 18:00:00.000,1.76,,EAU_005,water,m3,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8276,2025/01/16 00:00:00.000,1.51,,EAU_005,water,m3,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8277,2025/01/16 06:00:00.000,4.81,,EAU_005,water,m3,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8278,2025/01/16 12:00:00.000,3.55,,EAU_005,water,m3,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8279,2025/01/16 18:00:00.000,2.32,,EAU_005,water,m3,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8328,2025/01/17 00:00:00.000,1.72,,EAU_005,water,m3,BAT008,Central Hospital,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
